COD_ASSUNTO_NACIONAL;N1_COD;N1_DESC;N2_COD;N2_DESC;N3_COD;N3_DESC;N4_COD;N4_DESC;N5_COD;N5_DESC;N6_COD;N6_DESC;DESC_ASSUNTO
6076;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6076;AFRMM/Adicional ao Frete para Renovação da Marinha Mercante;;;;; direito tributário contribuições contribuições especiais afrmm/adicional ao frete para renovação da marinha mercante   
6073;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6073;ATP/Adicional de Tarifa Portuária;;;;; direito tributário contribuições contribuições especiais atp/adicional de tarifa portuária   
6082;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6082;FUSEX/FUNSA/FUSMA/Fundo de Saúde das Forças Armadas;;;;; direito tributário contribuições contribuições especiais fusex/funsa/fusma/fundo de saúde das forças armadas   
6072;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6072;FNT/Fundo Nacional de Telecomunicações;;;;; direito tributário contribuições contribuições especiais fnt/fundo nacional de telecomunicações   
6077;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6077;FUNDEF/Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério;;;;; direito tributário contribuições contribuições especiais fundef/fundo de manutenção e desenvolvimento do ensino fundamental e de valorização do magistério   
6078;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6078;Seguro Apagão (Lei 10.438/02);;;;; direito tributário contribuições contribuições especiais seguro apagão (lei 10.438/02)   
6083;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6083;Contribuição de Iluminação Pública;;;;; direito tributário contribuições contribuições especiais contribuição de iluminação pública   
6084;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6084;IUEE/Imposto Único sobre Energia Elétrica;;;;; direito tributário contribuições contribuições especiais iuee/imposto único sobre energia elétrica   
6080;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6080;Contribuição de Intervenção no Domínio Econômico (CIDE);;;;; direito tributário contribuições contribuições especiais contribuição de intervenção no domínio econômico (cide)   
6079;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6079;Contribuição sobre licença de uso ou transferência de tecnologia;;;;; direito tributário contribuições contribuições especiais contribuição sobre licença de uso ou transferência de tecnologia   
6057;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6057;Produção Agropecuária;;;;; direito tributário contribuições contribuições previdenciárias produção agropecuária   
6059;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6059;Reembolso auxílio-creche;;;;; direito tributário contribuições contribuições previdenciárias reembolso auxílio-creche   
6061;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6061;Devolução de contribuições previdenciárias pagas além do teto;;;;; direito tributário contribuições contribuições previdenciárias devolução de contribuições previdenciárias pagas além do teto   
6062;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6062;1/3 de férias;;;;; direito tributário contribuições contribuições previdenciárias 1/3 de férias   
6069;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6069;Contribuição sobre Nota Fiscal de Execução de Serviços;;;;; direito tributário contribuições contribuições previdenciárias contribuição sobre nota fiscal de execução de serviços   
6064;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6064;Custeio de Assistência Médica;;;;; direito tributário contribuições contribuições previdenciárias custeio de assistência médica   
6058;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6058;Indenização Trabalhista;;;;; direito tributário contribuições contribuições previdenciárias indenização trabalhista   
6056;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6056;Gratificação Natalina/13º Salário;;;;; direito tributário contribuições contribuições previdenciárias gratificação natalina/13º salário   
6068;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6068;Salário-Maternidade;;;;; direito tributário contribuições contribuições previdenciárias salário-maternidade   
6067;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6067;Nota Fiscal ou Fatura;;;;; direito tributário contribuições contribuições previdenciárias nota fiscal ou fatura   
6066;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6066;Massa Falida- Recolhimento;;;;; direito tributário contribuições contribuições previdenciárias massa falida- recolhimento   
6065;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6065;Hora Extra;;;;; direito tributário contribuições contribuições previdenciárias hora extra   
6063;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6063;Auxílio-Alimentação;;;;; direito tributário contribuições contribuições previdenciárias auxílio-alimentação   
6070;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6070;Contribuição de Autônomos, Empresários (Pró-labore) e Facultativos;;;;; direito tributário contribuições contribuições previdenciárias contribuição de autônomos, empresários (pró-labore) e facultativos   
6055;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6055;Tempo de Serviço Rural/Contribuições não Recolhidas;;;;; direito tributário contribuições contribuições previdenciárias tempo de serviço rural/contribuições não recolhidas   
6054;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6054;Tempo de Serviço Urbano/Contribuições não Recolhidas;;;;; direito tributário contribuições contribuições previdenciárias tempo de serviço urbano/contribuições não recolhidas   
6053;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6053;Cargo em Comissão;;;;; direito tributário contribuições contribuições previdenciárias cargo em comissão   
6052;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6052;Aposentadoria/Retorno aoTrabalho;;;;; direito tributário contribuições contribuições previdenciárias aposentadoria/retorno aotrabalho   
6051;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6051;Mandato Eletivo/Lei 9.506/97;;;;; direito tributário contribuições contribuições previdenciárias mandato eletivo/lei 9.506/97   
6050;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6050;Servidores Inativos;;;;; direito tributário contribuições contribuições previdenciárias servidores inativos   
6049;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6049;Servidores Ativos;;;;; direito tributário contribuições contribuições previdenciárias servidores ativos   
6060;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6048;Contribuições Previdenciárias;6060;Contribuição sobre a folha de salários;;;;; direito tributário contribuições contribuições previdenciárias contribuição sobre a folha de salários   
6045;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6044;Contribuições Corporativas;6045;Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros;;;;; direito tributário contribuições contribuições corporativas contribuições para o sebrae, sesc, senac, senai e outros   
10565;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6044;Contribuições Corporativas;10565;Contribuição Sindical Rural;;;;; direito tributário contribuições contribuições corporativas contribuição sindical rural   
6047;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6044;Contribuições Corporativas;6047;Contribuição Sindical;;;;; direito tributário contribuições contribuições corporativas contribuição sindical   
6046;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6044;Contribuições Corporativas;6046;Conselhos Regionais e Afins (Anuidade);;;;; direito tributário contribuições contribuições corporativas conselhos regionais e afins (anuidade)   
10563;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6036;Contribuição Social sobre o Lucro Líquido;10563;Compensação de Prejuízo;;; direito tributário contribuições contribuições sociais contribuição social sobre o lucro líquido compensação de prejuízo  
6038;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6038;Seguro Acidentes do Trabalho;;;;; direito tributário contribuições contribuições sociais seguro acidentes do trabalho   
6034;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6034;Finsocial;;;;; direito tributário contribuições contribuições sociais finsocial   
6040;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6040;Funrural;;;;; direito tributário contribuições contribuições sociais funrural   
10873;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6035;Cofins;10873;Não Cumulatividade;;; direito tributário contribuições contribuições sociais cofins não cumulatividade  
6041;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6041;Contribuição INCRA;;;;; direito tributário contribuições contribuições sociais contribuição incra   
6042;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6042;PASEP;;;;; direito tributário contribuições contribuições sociais pasep   
6043;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6043;Construção Civil;;;;; direito tributário contribuições contribuições sociais construção civil   
10874;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6039;PIS;10874;Não Cumulatividade;;; direito tributário contribuições contribuições sociais pis não cumulatividade  
10561;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;10561;PIS - Importação;;;;; direito tributário contribuições contribuições sociais pis - importação   
10562;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;10562;COFINS - Importação;;;;; direito tributário contribuições contribuições sociais cofins - importação   
6037;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6033;Contribuições Sociais;6037;Salário-Educação;;;;; direito tributário contribuições contribuições sociais salário-educação   
6032;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6032;Contribuições de Melhoria;;;;;;; direito tributário contribuições contribuições de melhoria    
6186;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6186;Averbação/Cômputo do tempo de serviço militar;;;;;;; direito previdenciário tempo de serviço averbação/cômputo do tempo de serviço militar    
6190;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6190;Contagem Recíproca de Tempo de Serviço;;;;;;; direito previdenciário tempo de serviço contagem recíproca de tempo de serviço    
6189;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6189;Certidão de Tempo de Serviço;;;;;;; direito previdenciário tempo de serviço certidão de tempo de serviço    
6187;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6187;Averbação/Cômputo de tempo de serviço de empregado doméstico;;;;;;; direito previdenciário tempo de serviço averbação/cômputo de tempo de serviço de empregado doméstico    
6185;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6185;Averbação/Cômputo do tempo de serviço como aluno aprendiz;;;;;;; direito previdenciário tempo de serviço averbação/cômputo do tempo de serviço como aluno aprendiz    
6184;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6184;Averbação/Cômputo de tempo de serviço  rural (empregado/empregador);;;;;;; direito previdenciário tempo de serviço averbação/cômputo de tempo de serviço  rural (empregado/empregador)    
6183;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6183;Averbação/Cômputo de tempo de serviço de segurado especial (regime de economia familiar);;;;;;; direito previdenciário tempo de serviço averbação/cômputo de tempo de serviço de segurado especial (regime de economia familiar)    
6182;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6182;Averbação/Cômputo/Conversão de tempo de serviço especial;;;;;;; direito previdenciário tempo de serviço averbação/cômputo/conversão de tempo de serviço especial    
6188;195;DIREITO PREVIDENCIÁRIO;6181;Tempo de serviço;6188;Averbação/Cômputo de tempo de serviço urbano;;;;;;; direito previdenciário tempo de serviço averbação/cômputo de tempo de serviço urbano    
6106;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6106;Pecúlios (Art. 81/5);;;;;;; direito previdenciário benefícios em espécie pecúlios (art. 81/5)    
6102;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6102;Salário-Família (Art. 65/70);;;;;;; direito previdenciário benefícios em espécie salário-família (art. 65/70)    
6103;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6103;Salário-Maternidade (Art. 71/73);;;;;;; direito previdenciário benefícios em espécie salário-maternidade (art. 71/73)    
6105;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6105;Auxílio-Reclusão (Art. 80);;;;;;; direito previdenciário benefícios em espécie auxílio-reclusão (art. 80)    
6113;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6113;Abono de Permanência em Serviço (Art. 87);;;;;;; direito previdenciário benefícios em espécie abono de permanência em serviço (art. 87)    
6108;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6107;Auxílio-Acidente (Art. 86);6108;Incapacidade Laborativa Parcial;;;;; direito previdenciário benefícios em espécie auxílio-acidente (art. 86) incapacidade laborativa parcial   
6112;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6107;Auxílio-Acidente (Art. 86);6112;Redução da Capacidade Auditiva;;;;; direito previdenciário benefícios em espécie auxílio-acidente (art. 86) redução da capacidade auditiva   
6111;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6107;Auxílio-Acidente (Art. 86);6111;Movimentos Repetitivos/Tenossinovite/LER/DORT;;;;; direito previdenciário benefícios em espécie auxílio-acidente (art. 86) movimentos repetitivos/tenossinovite/ler/dort   
6109;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6107;Auxílio-Acidente (Art. 86);6109;Incapacidade Laborativa Permanente;;;;; direito previdenciário benefícios em espécie auxílio-acidente (art. 86) incapacidade laborativa permanente   
6110;195;DIREITO PREVIDENCIÁRIO;6094;Benefícios em Espécie;6107;Auxílio-Acidente (Art. 86);6110;Incapacidade Laborativa Temporária;;;;; direito previdenciário benefícios em espécie auxílio-acidente (art. 86) incapacidade laborativa temporária   
